step,t_zone,co2,p_cool,p_fan,a0_raw,a1_raw,t_setpoint,fan_signal,t_zone_next,p_total,reward
6250,27.6254,808.7,204.82,0.33,-0.70348,-0.982,21.593,0.009,31.6867,22.85,-5.35024
6251,31.6867,855.36,22.84,0.0,0.8274,-0.94826,24.655,0.0259,32.8853,71.35,-6.31107
6252,32.8853,883.75,71.33,0.01,0.8587,0.62597,24.717,0.813,25.3076,1193.67,-0.29379
6253,25.3076,901.02,1100.46,93.22,-0.78337,0.40374,21.433,0.7019,25.8091,1074.73,-0.69023
6254,25.8091,911.53,1014.74,59.98,0.76908,-0.94663,24.538,0.0267,33.2535,75.33,-6.60585
6255,33.2535,917.92,75.31,0.01,-0.52499,-0.68079,21.95,0.1596,30.074,357.44,-4.0735
6256,30.074,921.81,356.67,0.77,-0.08248,0.13057,22.835,0.5653,25.7915,846.67,-0.66711
6257,25.7915,924.18,815.34,31.34,-0.85745,0.45099,21.285,0.7255,23.8176,847.44,-0.0339
6258,23.8176,720.02,781.2,66.24,-0.72309,-0.77663,21.554,0.1117,27.448,195.57,-1.96622
6259,27.448,594.69,195.26,0.31,-0.47793,-0.9158,22.044,0.0421,28.0078,78.03,-2.40936
6260,28.0078,518.44,77.99,0.04,-0.16165,0.14794,22.677,0.574,23.5148,618.7,-0.02475
6261,23.5148,472.06,585.89,32.8,-0.97403,0.942,21.052,0.971,21.8711,854.68,-0.03419
6262,21.8711,443.84,695.86,158.82,0.07333,0.3436,23.147,0.6718,22.1847,573.16,-0.02293
6263,22.1847,426.67,520.57,52.6,0.98005,0.64104,24.96,0.8205,21.3475,604.45,-0.02418
6264,21.3475,416.22,508.62,95.83,-0.45619,0.22549,22.088,0.6127,21.4549,431.94,-0.01728
6265,21.4549,409.87,392.03,39.91,0.27548,-0.48812,23.551,0.2559,22.3756,210.32,-0.00841
6266,22.3756,406.0,207.41,2.91,0.02079,0.44927,23.042,0.7246,20.6576,422.7,-0.29079
6267,20.6576,403.65,356.69,66.01,0.03661,0.4666,23.073,0.7333,20.3154,382.86,-0.56296
6268,20.3154,402.22,314.46,68.41,-0.49399,-0.20168,22.012,0.3992,20.6629,207.86,-0.27801
6269,20.6629,401.35,196.82,11.03,-0.13665,0.35907,22.727,0.6795,19.9246,296.6,-0.87221
6270,19.9246,400.82,242.16,54.44,1.0,-1.0,25.0,0.0,21.7643,0.0,0.0
6271,21.7643,400.5,0.0,0.0,0.89033,0.85532,24.781,0.9277,20.0897,497.65,-0.74815
6272,20.0897,605.9,359.16,138.49,-0.0266,0.97536,22.947,0.9877,20.0635,544.81,-0.77102
6273,20.0635,731.99,377.66,167.15,-0.88816,0.52419,21.224,0.7621,20.4497,422.78,-0.45718
6274,20.4497,808.7,346.0,76.79,-0.11554,-0.50464,22.769,0.2477,22.0067,186.61,-0.00746
6275,22.0067,855.37,183.96,2.64,-1.0,0.92055,21.0,0.9603,20.2792,559.39,-0.59899
6276,20.2792,883.76,405.77,153.62,0.34558,-0.18627,23.691,0.4069,21.1118,246.47,-0.00986
6277,21.1118,901.03,234.78,11.68,-0.49956,0.25295,22.001,0.6265,20.4329,325.34,-0.46673
6278,20.4329,911.54,282.69,42.66,0.53926,-0.69818,24.079,0.1509,21.7542,105.77,-0.00423
6279,21.7542,917.93,105.11,0.66,-0.08549,-0.93758,22.829,0.0312,22.4476,25.79,-0.00103
6280,22.4476,921.82,25.77,0.02,-0.82377,0.21018,21.352,0.6051,20.1272,277.28,-0.70929
6281,20.1272,924.19,238.84,38.43,0.1201,-0.48508,23.24,0.2575,19.7532,86.62,-1.00089
6282,19.7532,720.03,83.65,2.97,0.56039,0.67118,24.121,0.8356,18.831,229.91,-1.74443
6283,18.831,594.7,128.7,101.21,0.8388,-0.23116,24.678,0.3844,18.9457,77.21,-1.64653
6284,18.9457,518.45,67.35,9.86,-0.36345,-0.4262,22.273,0.2869,18.8078,47.01,-1.75566
6285,18.8078,472.06,42.91,4.1,-0.34293,0.88962,22.314,0.9448,18.2982,198.49,-2.16942
6286,18.2982,443.84,52.17,146.32,-0.48956,-0.77135,22.021,0.1143,18.3335,7.37,-2.13349
6287,18.3335,426.67,7.04,0.33,0.76207,-1.0,24.524,0.0,17.951,0.0,-2.43917
6288,17.951,416.2,0.0,0.0,0.45106,-0.47902,23.902,0.2605,17.694,3.07,-2.64495
6289,17.694,409.88,0.0,3.07,1.0,-0.18215,25.0,0.4089,17.5796,11.86,-2.73679
6290,17.5796,406.01,0.0,11.86,-1.0,0.47429,21.0,0.7371,17.5656,69.49,-2.75026
6291,17.5656,403.66,0.0,69.49,0.33662,0.26932,23.673,0.6347,17.3141,44.35,-2.95049
6292,17.3141,402.22,0.0,44.35,-0.01798,-0.20493,22.964,0.3975,16.999,10.9,-3.20126
6293,16.999,401.35,0.0,10.9,-0.03693,-0.1678,22.926,0.4161,16.97,12.5,-3.22452
6294,16.97,400.82,0.0,12.5,0.51475,-0.96868,24.03,0.0157,17.0908,0.0,-3.12733
6295,17.0908,400.5,0.0,0.0,-0.0103,-0.3201,22.979,0.3399,19.6774,112.55,-1.06256
6296,19.6774,605.9,105.73,6.82,0.28473,-0.9764,23.569,0.0118,22.954,10.89,-0.00044
6297,22.954,732.0,10.89,0.0,0.00992,0.56366,23.02,0.7818,20.9097,504.72,-0.09242
6298,20.9097,808.7,421.81,82.91,0.27515,-0.97591,23.55,0.012,26.385,18.77,-1.10872
6299,26.385,855.37,18.76,0.0,0.36764,-0.14821,23.735,0.4259,24.0249,489.37,-0.01957
6300,24.0249,883.76,475.96,13.4,-0.7297,-0.00604,21.541,0.497,24.2774,599.9,-0.024
6301,24.2774,901.04,578.61,21.3,-0.32689,0.28472,22.346,0.6424,23.7939,736.0,-0.02944
6302,23.7939,911.55,690.02,45.98,-0.36546,0.98859,22.269,0.9943,22.4199,984.97,-0.0394
6303,22.4199,917.94,814.43,170.53,-0.99376,1.0,21.012,1.0,22.0492,923.64,-0.03695
6304,22.0492,921.83,750.15,173.49,0.19044,-0.34357,23.381,0.3282,24.2122,384.02,-0.01536
6305,24.2122,924.19,377.88,6.13,-0.08956,0.55144,22.821,0.7757,21.4082,570.89,-0.02284
6306,21.4082,720.04,489.91,80.98,-0.57045,0.90553,21.859,0.9528,20.6839,623.92,-0.27784
6307,20.6839,594.7,473.88,150.05,-0.78084,0.55969,21.438,0.7798,20.661,466.86,-0.28989
6308,20.661,518.45,384.58,82.28,0.55493,-0.97844,24.11,0.0108,23.3209,10.64,-0.00043
6309,23.3209,472.06,10.64,0.0,-0.93455,-1.0,21.131,0.0,23.061,0.0,0.0
6310,23.061,443.76,0.0,0.0,-0.45611,0.18565,22.088,0.5928,20.2858,287.33,-0.58283
6311,20.2858,426.69,251.18,36.15,0.43268,-0.87555,23.865,0.0622,21.4445,39.8,-0.00159
6312,21.4445,416.24,39.72,0.08,0.99618,-0.7481,24.992,0.126,20.7217,63.93,-0.22517
6313,20.7217,409.88,63.51,0.42,0.00838,-0.91334,23.017,0.0433,20.6794,21.52,-0.25735
6314,20.6794,406.01,21.49,0.04,-0.97368,0.1734,21.053,0.5867,19.1413,159.07,-1.49336
6315,19.1413,403.66,124.03,35.04,0.15266,-0.02492,23.305,0.4875,18.9663,107.36,-1.63125
6316,18.9663,402.22,87.26,20.1,0.19516,0.55133,23.39,0.7757,18.5323,157.41,-1.98049
6317,18.5323,401.35,76.44,80.97,-0.939,-0.68291,21.122,0.1585,18.6314,19.27,-1.89561
6318,18.6314,400.82,18.52,0.75,0.32155,0.14197,23.643,0.571,18.9691,134.79,-1.63009
6319,18.9691,400.5,102.5,32.3,-0.92713,-0.96569,21.146,0.0172,23.3599,17.12,-0.00068
6320,23.3599,605.9,17.12,0.01,0.95794,-0.13709,24.916,0.4315,21.873,323.72,-0.01295
6321,21.873,731.99,309.79,13.93,-0.31151,-0.46382,22.377,0.2681,23.9668,300.01,-0.012
6322,23.9668,808.71,296.66,3.35,0.1411,0.01287,23.282,0.5064,23.6868,556.69,-0.02227
6323,23.6868,855.38,534.16,22.53,0.92999,-0.29568,24.86,0.3522,25.4355,493.23,-0.36815
6324,25.4355,883.77,485.65,7.58,0.91964,0.05855,24.839,0.5293,24.8215,695.31,-0.02781
6325,24.8215,901.04,669.59,25.72,0.54532,-0.27778,24.091,0.3611,26.0134,544.74,-0.83248
6326,26.0134,911.55,536.58,8.17,0.95127,1.0,24.903,1.0,22.8355,1070.08,-0.0428
6327,22.8355,917.95,896.59,173.49,1.0,-0.12081,25.0,0.4396,24.5307,547.03,-0.02188
6328,24.5307,921.84,532.29,14.74,-0.97812,0.77141,21.044,0.8857,22.3778,839.49,-0.03358
6329,22.3778,924.2,718.94,120.54,-0.85676,0.15248,21.286,0.5762,22.3185,494.29,-0.01977
6330,22.3185,720.05,461.09,33.2,-0.927,-0.26143,21.146,0.3693,22.5779,321.95,-0.01288
6331,22.5779,594.71,313.22,8.74,-0.22502,-0.08905,22.55,0.4555,21.8434,340.81,-0.01363
6332,21.8434,518.46,324.42,16.39,0.31796,-0.19677,23.636,0.4016,21.6177,280.5,-0.01122
6333,21.6177,472.07,269.27,11.24,-0.92887,-0.97566,21.142,0.0122,23.4534,12.32,-0.00049
6334,23.4534,443.84,12.32,0.0,0.12357,0.47693,23.247,0.7385,20.4261,401.93,-0.4752
6335,20.4261,426.67,332.06,69.87,0.37246,0.91405,23.745,0.957,19.8737,484.42,-0.92045
6336,19.8737,416.23,332.35,152.07,0.03853,0.62634,23.077,0.8132,19.7819,361.85,-0.98894
6337,19.7819,409.87,268.56,93.29,-0.46971,0.5385,22.061,0.7693,19.5347,297.76,-1.18419
6338,19.5347,406.01,218.79,78.97,0.80355,-0.643,24.607,0.1785,20.2611,75.82,-0.59413
6339,20.2611,403.65,74.78,1.04,1.0,-0.59325,25.0,0.2034,19.8092,69.64,-0.95544
6340,19.8092,402.22,68.14,1.49,0.92365,-0.21087,24.847,0.3946,19.2167,99.56,-1.43066
6341,19.2167,401.35,88.9,10.66,-0.18568,-0.99849,22.629,0.0008,19.8223,0.24,-0.94215
6342,19.8223,400.82,0.24,0.0,0.32577,-1.0,23.652,0.0,20.6206,0.0,-0.30353
6343,20.6206,400.5,0.0,0.0,0.15481,0.53776,23.31,0.7689,20.5321,439.75,-0.39188
6344,20.5321,605.9,360.89,78.86,0.18254,0.91845,23.365,0.9592,21.1044,705.2,-0.02821
6345,21.1044,732.0,552.08,153.12,0.42405,0.09574,23.848,0.5479,23.3524,572.13,-0.02289
6346,23.3524,808.71,543.6,28.53,0.0969,0.68523,23.194,0.8426,23.2622,925.43,-0.03702
6347,23.2622,855.38,821.63,103.79,0.81742,-0.7461,24.635,0.127,29.2563,265.13,-3.41563
6348,29.2563,883.78,264.71,0.42,-0.09814,-0.70014,22.804,0.1499,29.9151,331.57,-3.94534
6349,29.9151,901.05,330.92,0.65,0.96225,-0.90517,24.924,0.0474,32.3449,126.04,-5.88097
6350,32.3449,911.56,125.99,0.05,0.02175,0.27685,23.043,0.6384,25.7082,956.83,-0.60482
6351,25.7082,917.96,911.68,45.15,-0.78849,-0.83472,21.423,0.0826,30.6219,193.41,-4.50526
6352,30.6219,921.84,193.25,0.15,0.3664,-0.64097,23.733,0.1795,28.5351,351.44,-2.84215
6353,28.5351,924.21,350.39,1.05,-0.20445,-0.75955,22.591,0.1202,27.6339,214.77,-2.11572
6354,27.6339,720.05,214.4,0.37,-0.95694,0.32311,21.086,0.6616,23.3537,705.73,-0.02823
6355,23.3537,594.72,655.5,50.23,0.12612,0.0718,23.252,0.5359,23.2127,543.59,-0.02174
6356,23.2127,518.46,516.88,26.7,0.7068,0.58979,24.414,0.7949,21.8513,653.54,-0.02614
6357,21.8513,472.07,566.4,87.14,-0.49643,-1.0,22.007,0.0,25.5989,0.0,-0.4791
6358,25.5989,443.77,0.0,0.0,0.52795,0.0227,24.056,0.5114,21.9918,400.91,-0.01604
6359,21.9918,426.69,377.71,23.2,1.0,-0.22727,25.0,0.3864,21.9269,290.78,-0.01163
6360,21.9269,416.24,280.77,10.01,1.0,-0.29818,25.0,0.3509,21.568,239.2,-0.00957
6361,21.568,409.88,231.7,7.5,0.4448,0.70545,23.89,0.8527,20.123,442.59,-0.71934
6362,20.123,406.01,335.02,107.57,-0.16316,0.14902,22.674,0.5745,20.1946,266.22,-0.65501
6363,20.1946,403.66,233.32,32.9,-0.81762,-0.01863,21.365,0.4907,19.9656,198.97,-0.83545
6364,19.9656,402.22,178.47,20.5,0.83348,0.45432,24.667,0.7272,19.2958,241.03,-1.373
6365,19.2958,401.35,174.32,66.71,-0.05819,-0.78956,22.884,0.1052,20.059,40.36,-0.75441
6366,20.059,400.82,40.09,0.27,-0.94923,-0.04049,21.102,0.4798,19.8911,187.04,-0.89464
6367,19.8911,400.5,167.88,19.16,-0.80577,-0.43152,21.388,0.2842,22.3007,230.37,-0.00921
6368,22.3007,605.9,226.38,3.98,-0.0622,-0.43415,22.876,0.2829,23.7081,303.07,-0.01212
6369,23.7081,732.0,299.14,3.93,-0.9758,0.17703,21.048,0.5885,23.3838,622.32,-0.02489
6370,23.3838,808.71,586.95,35.36,-0.78815,0.15129,21.424,0.5756,24.4002,715.66,-0.02863
6371,24.4002,855.38,682.57,33.09,-0.37974,-0.64242,22.241,0.1788,28.6596,354.14,-2.94185
6372,28.6596,883.77,353.1,1.04,-1.0,0.98449,21.0,0.9922,23.9305,1259.72,-0.05039
6373,23.9305,901.05,1090.24,169.49,0.93486,0.04785,24.87,0.5239,26.0729,808.61,-0.89068
6374,26.0729,911.56,783.66,24.95,-0.03459,0.07841,22.931,0.5392,25.7337,799.83,-0.61899
6375,25.7337,917.95,772.63,27.2,-0.9787,-0.42825,21.043,0.2859,27.1009,486.09,-1.70016
6376,27.1009,921.84,482.04,4.05,0.04167,-0.8522,23.083,0.0739,29.3282,155.22,-3.46874
6377,29.3282,924.21,155.1,0.12,0.60875,0.37625,24.217,0.6881,23.2154,721.07,-0.02884
6378,23.2154,720.05,664.54,56.53,-0.84909,-0.6552,21.302,0.1724,25.1866,230.26,-0.15848
6379,25.1866,594.71,229.32,0.94,-0.42404,-0.23169,22.152,0.3842,23.2957,386.33,-0.01545
6380,23.2957,518.46,376.5,9.84,-0.65528,-0.0123,21.689,0.4938,22.2616,410.3,-0.01641
6381,22.2616,472.07,389.4,20.9,0.34373,0.7411,23.687,0.8705,20.9651,592.02,-0.05163
6382,20.9651,443.84,477.56,114.46,0.46666,0.50449,23.933,0.7522,20.7598,457.91,-0.21045
6383,20.7598,426.67,384.06,73.85,0.08713,-0.7291,23.174,0.1354,22.2274,106.42,-0.00426
6384,22.2274,416.23,105.92,0.5,0.75777,-0.88869,24.516,0.0557,22.2051,43.34,-0.00173
6385,22.2051,409.87,43.28,0.06,0.62998,-0.97015,24.26,0.0149,21.9865,11.04,-0.00044
6386,21.9865,406.01,11.04,0.0,-1.0,1.0,21.0,1.0,19.3964,431.88,-1.30013
6387,19.3964,403.65,258.39,173.49,0.74905,0.41206,24.498,0.706,19.3692,239.94,-1.31421
6388,19.3692,402.22,178.88,61.06,0.08116,0.33367,23.162,0.6668,19.1299,190.88,-1.50371
6389,19.1299,401.35,139.44,51.44,-0.97542,-0.30643,21.049,0.3468,19.2511,87.5,-1.40265
6390,19.2511,400.82,80.26,7.24,0.13173,-0.92064,23.263,0.0397,20.4413,17.94,-0.44769
6391,20.4413,400.5,17.91,0.03,0.98124,-0.62567,24.962,0.1872,22.3375,151.53,-0.00606
6392,22.3375,605.9,150.35,1.18,-0.996,-0.22479,21.008,0.3876,22.8134,355.63,-0.01423
6393,22.8134,732.0,345.53,10.1,1.0,0.44053,25.0,0.7203,22.7855,703.27,-0.02813
6394,22.7855,808.71,638.44,64.83,-0.46019,-0.39445,22.08,0.3028,25.9867,452.82,-0.80744
6395,25.9867,855.38,448.0,4.82,-0.91172,0.35726,21.177,0.6786,24.6073,885.02,-0.0354
6396,24.6073,883.78,830.8,54.22,-0.39711,-0.93877,22.206,0.0306,31.6959,77.72,-5.35984
6397,31.6959,901.05,77.7,0.02,-0.76194,0.99532,21.476,0.9977,24.0435,1289.42,-0.05158
6398,24.0435,911.56,1117.15,172.28,-0.9589,0.35984,21.082,0.6799,24.9863,934.64,-0.03739
6399,24.9863,917.95,880.11,54.53,0.15099,0.71615,23.302,0.8581,23.8037,1032.31,-0.04129
6400,23.8037,921.84,922.7,109.61,0.3735,-0.04676,23.747,0.4766,25.056,641.86,-0.07047
6401,25.056,924.21,623.08,18.78,0.28239,0.59146,23.565,0.7957,22.597,764.67,-0.03059
6402,22.597,720.05,677.25,87.41,0.63779,0.15296,24.276,0.5765,22.7447,539.49,-0.02158
6403,22.7447,594.71,506.25,33.24,0.9847,-0.55228,24.969,0.2239,23.8824,245.65,-0.00983
6404,23.8824,518.46,243.68,1.97,-0.9666,0.97701,21.067,0.9885,20.9242,702.46,-0.08872
6405,20.9242,472.07,534.88,167.58,0.02939,-0.47573,23.059,0.2621,22.4899,220.91,-0.00884
6406,22.4899,443.84,217.78,3.13,-0.62536,1.0,21.749,1.0,20.3092,600.8,-0.57665
6407,20.3092,426.67,427.31,173.49,0.29305,-0.83118,23.586,0.0844,22.5711,71.58,-0.00286
6408,22.5711,416.23,71.42,0.16,-0.57221,0.74738,21.856,0.8737,19.9872,437.05,-0.82773
6409,19.9872,409.87,321.35,115.7,-0.54675,0.50468,21.907,0.7523,19.8513,331.68,-0.93222
6410,19.8513,406.01,257.8,73.88,-0.26931,0.05405,22.461,0.527,19.8815,208.95,-0.90315
6411,19.8815,403.65,183.56,25.4,-0.44366,0.18544,22.113,0.5927,19.5951,211.15,-1.13234
6412,19.5951,402.22,175.02,36.13,0.92556,0.46,24.851,0.73,19.298,242.89,-1.37128
6413,19.298,401.35,175.4,67.49,0.09629,0.0126,23.193,0.5063,19.4443,157.86,-1.25091
6414,19.4443,400.82,135.34,22.52,-0.16555,-0.07581,22.669,0.4621,19.9483,183.75,-0.8487
6415,19.9483,400.5,166.63,17.12,-0.63867,-0.4504,21.723,0.2748,22.6254,239.08,-0.00956
6416,22.6254,605.9,235.47,3.6,0.64269,-0.9339,24.285,0.033,27.1219,55.91,-1.69977
6417,27.1219,732.0,55.89,0.02,0.13614,0.01787,23.272,0.5089,24.3327,619.96,-0.0248
6418,24.3327,808.71,597.09,22.87,0.51325,-0.10771,24.027,0.4461,25.6752,649.7,-0.56613
6419,25.6752,855.38,634.29,15.41,-0.47077,0.09378,22.058,0.5469,25.8707,825.59,-0.72958
6420,25.8707,883.77,797.21,28.38,-0.7175,1.0,21.565,1.0,24.1663,1315.33,-0.05261
6421,24.1663,901.05,1141.84,173.49,-0.12521,0.85042,22.75,0.9252,24.3972,1233.23,-0.04933
6422,24.3972,911.56,1095.83,137.4,-0.57132,-0.32722,21.857,0.3364,27.4739,596.55,-2.00296
6423,27.4739,917.95,589.95,6.6,-0.14924,-0.95571,22.702,0.0221,32.1603,58.05,-5.73056
6424,32.1603,921.84,58.04,0.01,0.43702,-0.8354,23.874,0.0823,30.6047,192.21,-4.49146
6425,30.6047,924.21,192.06,0.15,-0.91732,0.4538,21.165,0.7269,23.8047,847.3,-0.03389
6426,23.8047,720.05,780.67,66.63,0.22948,0.94143,23.459,0.9707,22.3953,948.05,-0.03792
6427,22.3953,594.71,789.36,158.69,-0.71709,0.17212,21.566,0.5861,23.2032,599.11,-0.02396
6428,23.2032,518.46,564.19,34.92,0.41997,-1.0,23.84,0.0,27.4126,0.0,-1.93006
6429,27.4126,471.94,0.0,0.0,-0.13403,-0.01774,22.732,0.4911,23.015,476.22,-0.01905
6430,23.015,443.87,455.67,20.55,-0.30641,0.03072,22.387,0.5154,22.3489,438.36,-0.01753
6431,22.3489,426.69,414.62,23.75,0.53319,-0.67604,24.066,0.162,23.7197,172.2,-0.00689
6432,23.7197,416.24,171.41,0.8,0.09075,-0.02026,23.182,0.4899,21.8732,371.44,-0.01486
6433,21.8732,409.88,351.05,20.39,0.27617,0.40386,23.552,0.7019,20.8081,424.74,-0.17051
6434,20.8081,406.01,364.74,60.0,-0.1824,0.73718,22.635,0.8686,20.1317,456.32,-0.71285
6435,20.1317,403.66,342.63,113.69,-1.0,-0.22622,21.0,0.3869,20.7121,204.21,-0.23852
6436,20.7121,402.22,194.16,10.05,-0.71787,0.01673,21.564,0.5084,20.1771,227.6,-0.66745
6437,20.1771,401.35,204.81,22.79,-0.11023,-0.24271,22.78,0.3786,20.2479,166.94,-0.60835
6438,20.2479,400.82,157.52,9.42,-0.73781,0.4234,21.524,0.7117,19.8776,309.84,-0.91035
6439,19.8776,400.5,247.3,62.54,-0.3682,-0.68417,22.264,0.1579,22.2794,125.92,-0.00504
6440,22.2794,605.9,125.18,0.74,0.66585,-0.79007,24.332,0.105,23.1333,100.05,-0.004
6441,23.1333,732.0,99.78,0.27,-0.99303,-0.34545,21.014,0.3273,22.4191,273.88,-0.01096
6442,22.4191,808.71,267.8,6.08,-0.0968,-0.71264,22.806,0.1437,23.9385,158.55,-0.00634
6443,23.9385,855.39,157.97,0.58,0.53571,-0.97155,24.071,0.0142,25.3078,19.24,-0.24702
6444,25.3078,883.78,19.23,0.0,-0.40742,0.81961,22.185,0.9098,20.9761,631.9,-0.04438
6445,20.9761,901.05,501.25,130.66,0.11991,-0.84272,23.24,0.0786,24.1809,90.11,-0.0036
6446,24.1809,911.56,89.97,0.14,-0.58888,0.54737,21.822,0.7737,21.0029,510.44,-0.02042
6447,21.0029,917.96,430.09,80.35,-0.97157,0.16476,21.057,0.5824,21.0685,365.16,-0.01461
6448,21.0685,921.85,330.89,34.27,0.97077,0.39248,24.942,0.6962,20.4088,369.19,-0.4877
6449,20.4088,924.21,310.64,58.55,0.37817,-0.98722,23.756,0.0064,21.116,3.66,-0.00015
6450,21.116,720.05,3.66,0.0,-0.14505,-0.91239,22.71,0.0438,20.4925,20.24,-0.40679
6451,20.4925,594.72,20.21,0.04,1.0,1.0,25.0,1.0,18.829,326.93,-1.74987
6452,18.829,518.47,153.44,173.49,0.75374,-0.8167,24.507,0.0916,19.4362,24.55,-1.25205
6453,19.4362,472.07,24.35,0.19,0.73098,-0.60621,24.462,0.1969,18.938,35.54,-1.65099
6454,18.938,443.85,34.18,1.36,-0.74186,-0.74618,21.516,0.1269,18.7452,17.92,-1.80458
6455,18.7452,426.68,17.5,0.42,0.10188,0.03389,23.204,0.5169,18.2798,50.74,-2.17816
6456,18.2798,416.23,26.77,23.97,-0.51684,-0.4905,21.966,0.2547,18.1607,10.46,-2.27183
6457,18.1607,409.87,7.59,2.87,-0.7823,-0.5219,21.435,0.2391,17.9506,2.38,-2.43962
6458,17.9506,406.01,0.0,2.38,0.04426,-0.68999,23.089,0.155,17.5401,0.71,-2.76797
6459,17.5401,403.65,0.0,0.71,0.6618,-0.11987,24.324,0.4401,17.367,14.79,-2.90698
6460,17.367,402.22,0.0,14.79,0.60841,-0.87186,24.217,0.0641,16.6281,0.09,-3.4975
6461,16.6281,401.35,0.0,0.09,0.52143,-0.16819,24.043,0.4159,16.9865,12.48,-3.21128
6462,16.9865,400.82,0.0,12.48,-1.0,-0.29231,21.0,0.3538,17.424,7.69,-2.8611
6463,17.424,400.5,0.0,7.69,-1.0,0.33143,21.0,0.6657,19.0785,184.19,-1.54458
6464,19.0785,605.9,133.0,51.19,-0.18409,-0.97885,22.632,0.0106,22.5509,8.97,-0.00036
6465,22.5509,732.0,8.97,0.0,-0.06367,0.66434,22.873,0.8322,20.9382,552.99,-0.07153
6466,20.9382,808.71,453.01,99.98,0.06065,0.3307,23.121,0.6653,22.1764,565.99,-0.02264
6467,22.1764,855.38,514.89,51.1,-0.47386,0.51414,22.052,0.7571,22.5977,720.32,-0.02881
6468,22.5977,883.78,645.04,75.28,-0.02077,-1.0,22.958,0.0,29.1541,0.0,-3.32329
6469,29.1541,901.1,0.0,0.0,-0.21741,0.75373,22.565,0.8769,23.0871,943.69,-0.03775
6470,23.0871,911.55,826.72,116.97,0.10431,0.58936,23.209,0.7947,23.1499,845.46,-0.03382
6471,23.1499,917.95,758.4,87.07,-0.04807,0.39402,22.904,0.697,23.097,717.04,-0.02868
6472,23.097,921.84,658.3,58.75,-0.68333,1.0,21.633,1.0,21.8264,882.47,-0.0353
6473,21.8264,924.21,708.98,173.49,0.26468,-0.23937,23.529,0.3803,22.6294,335.54,-0.01342
6474,22.6294,720.05,326.0,9.54,0.17448,0.96532,23.349,0.9827,20.5947,636.57,-0.34973
6475,20.5947,594.71,471.95,164.62,-0.69873,-0.2752,21.603,0.3624,21.5884,248.9,-0.00996
6476,21.5884,518.46,240.64,8.26,-0.06997,0.84979,22.86,0.9249,20.0153,482.18,-0.80707
6477,20.0153,472.07,344.92,137.26,-0.47022,-0.63154,22.06,0.1842,21.2206,110.94,-0.00444
6478,21.2206,443.84,109.8,1.13,-0.54583,-0.63554,21.908,0.1822,20.7507,93.87,-0.20315
6479,20.7507,426.67,92.77,1.1,-0.34407,0.8961,22.312,0.9481,19.2388,365.19,-1.42356
6480,19.2388,416.23,217.36,147.83,-0.11436,0.88346,22.771,0.9417,19.0444,326.92,-1.57754
6481,19.0444,409.87,182.02,144.9,-0.28013,0.4042,22.44,0.7021,18.9431,182.58,-1.65283
6482,18.9431,406.01,122.53,60.04,-0.37843,-0.97435,22.243,0.0128,19.6547,3.93,-1.07637
6483,19.6547,403.65,3.92,0.0,-0.63154,0.27853,21.737,0.6393,18.4859,102.79,-2.01539
6484,18.4859,402.22,57.47,45.32,-0.36149,-0.37606,22.277,0.312,18.4309,30.15,-2.0565
6485,18.4309,401.35,24.88,5.27,-0.30075,0.0856,22.399,0.5428,18.1538,43.17,-2.2787
6486,18.1538,400.82,15.43,27.75,0.39865,-0.67808,23.797,0.161,18.7652,23.58,-1.78882
6487,18.7652,400.5,22.8,0.78,-0.73581,-0.90539,21.528,0.0473,22.4796,39.38,-0.00158
6488,22.4796,605.9,39.34,0.05,-1.0,0.26458,21.0,0.6323,21.5515,459.95,-0.0184
6489,21.5515,732.0,416.1,43.86,0.79148,-0.55336,24.583,0.2233,25.1075,296.02,-0.09785
6490,25.1075,808.71,294.07,1.95,0.16649,0.61541,23.333,0.8077,23.2104,870.92,-0.03484
6491,23.2104,855.38,779.51,91.42,-1.0,-0.26889,21.0,0.3656,26.3645,574.73,-1.1146
6492,26.3645,883.78,566.25,8.47,0.92824,0.10885,24.856,0.5544,25.6383,813.75,-0.54316
6493,25.6383,901.05,784.18,29.57,0.58319,0.86658,24.166,0.9333,24.0212,1181.39,-0.04726
6494,24.0212,911.56,1040.35,141.04,-0.77141,0.06069,21.457,0.5303,25.6328,775.11,-0.53723
6495,25.6328,917.95,749.23,25.88,-0.47705,0.42516,22.046,0.7126,24.2666,889.17,-0.03557
6496,24.2666,921.84,826.4,62.77,-1.0,0.69772,21.0,0.8489,23.2545,931.66,-0.03727
6497,23.2545,924.21,825.54,106.12,-0.31623,0.58066,22.368,0.7903,22.4294,733.25,-0.02933
6498,22.4294,720.05,647.61,85.65,-0.55018,1.0,21.9,1.0,21.5108,822.73,-0.03291
6499,21.5108,594.71,649.24,173.49,0.34327,-0.11236,23.687,0.4438,22.672,398.49,-0.01594
6500,22.672,518.46,383.32,15.17,0.56,0.31836,24.12,0.6592,21.6356,492.63,-0.01971
6501,21.6356,472.07,442.94,49.69,0.22348,0.66547,23.447,0.8327,20.9209,549.72,-0.08523
6502,20.9209,443.84,449.53,100.18,0.89175,0.8124,24.784,0.9062,20.4301,536.06,-0.47733
6503,20.4301,426.67,406.96,129.11,-0.40858,-0.73112,22.183,0.1344,22.2765,106.76,-0.00427
6504,22.2765,416.23,106.27,0.49,-1.0,0.98547,21.0,0.9927,19.8725,513.34,-0.92253
