step,t_zone,t_amb,hour,day,a0_raw,a1_raw,t_zone_next,delta_t,p_total,policy,season
921,29.8035,21.3,10.0,218.42,0.12625,0.63838,29.4601,-0.3434,382.7,random,summer
922,29.4601,22.8,11.0,218.46,0.69905,0.96774,32.9822,3.5221,263.73,random,summer
923,32.9822,24.1,12.0,218.5,0.49343,0.34686,32.5257,-0.4565,282.34,random,summer
924,32.5257,25.4,13.0,218.54,-0.06608,0.38027,30.2947,-2.2311,616.2,random,summer
925,30.2947,26.7,14.0,218.58,-0.24721,-0.26853,31.0929,0.7982,463.95,random,summer
926,31.0929,27.2,15.0,218.62,-0.88653,-0.18392,28.6213,-2.4716,744.89,random,summer
927,28.6213,27.8,16.0,218.67,0.25098,-0.64245,33.1929,4.5716,152.72,random,summer
928,33.1929,28.3,17.0,218.71,0.78798,-0.54725,34.1756,0.9827,43.21,random,summer
929,34.1756,25.0,18.0,218.75,-0.55797,0.43298,26.7167,-7.4589,724.34,random,summer
930,26.7167,21.6,19.0,218.79,-0.62322,0.58351,25.5944,-1.1223,732.07,random,summer
931,25.5944,18.3,20.0,218.83,-0.56343,-0.95411,29.5571,3.9627,33.42,random,summer
932,29.5571,17.8,21.0,218.88,-0.41646,-0.84557,28.7634,-0.7938,83.35,random,summer
933,28.7634,17.2,22.0,218.92,0.15641,0.89212,28.3121,-0.4513,231.33,random,summer
934,28.3121,16.7,23.0,218.96,-0.17234,-0.93238,28.5372,0.2251,22.02,random,summer
935,28.5372,16.5,0.0,219.0,-0.20931,0.26099,26.5054,-2.0318,252.4,random,summer
936,26.5054,16.3,1.0,219.04,-0.88726,0.59625,22.997,-3.5084,686.85,random,summer
937,22.997,16.1,2.0,219.08,0.3983,0.31732,28.7022,5.7051,49.45,random,summer
938,28.7022,16.1,3.0,219.12,0.30053,-0.26611,27.8912,-0.8109,8.55,random,summer
939,27.8912,16.1,4.0,219.17,0.57927,-0.0055,29.2187,1.3275,21.28,random,summer
940,29.2187,16.1,5.0,219.21,0.3694,-0.1155,28.0422,-1.1765,14.97,random,summer
941,28.0422,15.0,6.0,219.25,-0.29532,0.98393,24.8622,-3.18,329.7,random,summer
942,24.8622,13.9,7.0,219.29,-0.58579,-0.17109,24.1234,-0.7388,212.71,random,summer
943,24.1234,12.8,8.0,219.33,-0.52076,0.97798,24.0114,-0.112,523.7,random,summer
944,24.0114,13.5,9.0,219.38,-0.94722,-0.13018,23.6856,-0.3257,437.82,random,summer
945,23.6856,14.3,10.0,219.42,-0.5571,-0.70033,26.5754,2.8898,134.77,random,summer
946,26.5754,15.0,11.0,219.46,-0.05022,-0.82389,28.3436,1.7682,37.4,random,summer
947,28.3436,15.6,12.0,219.5,-0.02775,0.03664,27.612,-0.7316,154.11,random,summer
948,27.612,16.1,13.0,219.54,-0.85723,-0.30402,25.3727,-2.2393,406.16,random,summer
949,25.3727,16.7,14.0,219.58,-0.03554,-0.71688,28.6137,3.241,64.2,random,summer
950,28.6137,17.4,15.0,219.62,-0.51925,0.5885,25.0987,-3.5151,531.97,random,summer
951,25.0987,18.2,16.0,219.67,0.56626,-0.528,30.1801,5.0814,2.29,random,summer
952,30.1801,18.9,17.0,219.71,-0.30033,0.25713,26.2908,-3.8893,317.16,random,summer
953,26.2908,18.5,18.0,219.75,-0.86225,-0.64577,25.2081,-1.0827,199.87,random,summer
954,25.2081,18.2,19.0,219.79,-0.34575,0.66472,24.7757,-0.4324,287.79,random,summer
955,24.7757,17.8,20.0,219.83,-0.99375,-0.73159,24.5486,-0.2272,162.55,random,summer
956,24.5486,16.7,21.0,219.88,0.19561,-0.69621,26.1925,1.6439,0.67,random,summer
957,26.1925,15.5,22.0,219.92,-0.65244,0.69893,22.7192,-3.4733,384.72,random,summer
958,22.7192,14.4,23.0,219.96,-0.80471,0.66862,21.7877,-0.9314,430.44,random,summer
959,21.7877,14.6,0.0,220.0,-0.11674,-0.10973,24.8229,3.0352,15.26,random,summer
960,24.8229,14.8,1.0,220.04,-0.83562,0.89721,21.2181,-3.6048,468.78,random,summer
961,21.2181,15.0,2.0,220.08,-0.49747,0.25285,22.9091,1.691,116.79,random,summer
962,22.9091,15.0,3.0,220.12,0.81595,-0.94445,23.9692,1.0601,0.02,random,summer
963,23.9692,15.0,4.0,220.17,0.96877,0.108,29.2036,5.2345,29.42,random,summer
964,29.2036,15.0,5.0,220.21,0.69146,-0.7855,25.4429,-3.7608,0.28,random,summer
965,25.4429,15.6,6.0,220.25,0.98946,0.79417,30.7602,5.3173,124.93,random,summer
966,30.7602,16.1,7.0,220.29,0.23788,-0.05282,26.7027,-4.0575,18.38,random,summer
967,26.7027,16.7,8.0,220.33,0.50941,-0.58972,28.3524,1.6498,1.53,random,summer
968,28.3524,18.2,9.0,220.38,-0.81891,0.39792,23.2942,-5.0582,547.42,random,summer
969,23.2942,19.6,10.0,220.42,0.70883,0.65908,31.5069,8.2127,98.78,random,summer
970,31.5069,21.1,11.0,220.46,-0.23974,0.53424,26.863,-4.6439,420.88,random,summer
971,26.863,21.3,12.0,220.5,-0.73439,-0.0065,25.6143,-1.2487,516.46,random,summer
972,25.6143,21.5,13.0,220.54,0.28724,0.82097,29.4534,3.8392,217.36,random,summer
973,29.4534,21.7,14.0,220.58,-0.9795,0.93652,22.994,-6.4594,1025.58,random,summer
974,22.994,22.8,15.0,220.62,0.4002,0.17868,30.3299,7.3359,82.33,random,summer
975,30.3299,23.9,16.0,220.67,-0.43528,0.07296,26.6788,-3.651,413.75,random,summer
976,26.6788,25.0,17.0,220.71,-0.9062,0.96221,23.1362,-3.5426,955.11,random,summer
977,23.1362,23.3,18.0,220.75,0.69981,0.68981,30.837,7.7008,104.37,random,summer
978,30.837,21.7,19.0,220.79,-0.57161,0.66074,24.086,-6.751,476.18,random,summer
979,24.086,20.0,20.0,220.83,-0.295,-0.62953,26.0677,1.9816,72.5,random,summer
980,26.0677,18.9,21.0,220.88,0.55048,0.62826,29.4534,3.3858,93.38,random,summer
981,29.4534,17.8,22.0,220.92,0.00435,0.70313,26.4217,-3.0318,106.86,random,summer
982,26.4217,16.7,23.0,220.96,-0.10105,0.35164,25.709,-0.7126,61.92,random,summer
983,25.709,15.4,0.0,221.0,0.2841,0.19524,27.324,1.615,36.94,random,summer
984,27.324,14.1,1.0,221.04,-0.44248,0.04525,23.9323,-3.3917,140.44,random,summer
985,23.9323,12.8,2.0,221.08,-0.88698,0.80319,21.26,-2.6723,511.55,random,summer
986,21.26,13.0,3.0,221.12,0.50006,0.26703,27.8179,6.5579,44.0,random,summer
987,27.8179,13.1,4.0,221.17,-0.79345,-0.78503,23.3441,-4.4738,71.88,random,summer
988,23.3441,13.3,5.0,221.21,0.09031,0.99445,26.2118,2.8677,171.61,random,summer
989,26.2118,15.0,6.0,221.25,0.84934,-0.10255,28.9286,2.7167,15.64,random,summer
990,28.9286,16.6,7.0,221.29,-0.82615,0.15253,22.3506,-6.5779,340.56,random,summer
991,22.3506,18.3,8.0,221.33,0.24939,-0.68848,28.2312,5.8806,0.72,random,summer
992,28.2312,20.2,9.0,221.38,0.57276,0.1305,30.6495,2.4183,31.25,random,summer
993,30.6495,22.0,10.0,221.42,-0.06905,0.32373,28.1823,-2.4672,329.52,random,summer
994,28.1823,23.9,11.0,221.46,0.36445,-0.09501,31.1836,3.0013,149.48,random,summer
995,31.1836,25.0,12.0,221.5,-0.40959,0.60202,27.3363,-3.8473,732.08,random,summer
996,27.3363,26.1,13.0,221.54,0.12249,-0.13137,30.979,3.6428,291.75,random,summer
997,30.979,27.2,14.0,221.58,-0.52629,-0.17239,28.907,-2.0721,541.42,random,summer
998,28.907,27.4,15.0,221.62,0.38797,-0.59197,32.7285,3.8215,112.55,random,summer
999,32.7285,27.6,16.0,221.67,0.70048,-0.43791,33.3931,0.6645,52.81,random,summer
1000,33.3931,27.8,17.0,221.71,0.39782,-0.75462,32.8908,-0.5023,68.98,random,summer
1001,32.8908,26.1,18.0,221.75,0.22981,-0.2157,30.1546,-2.7362,134.28,random,summer
1002,30.1546,24.5,19.0,221.79,-0.87723,0.41237,24.6582,-5.4964,797.21,random,summer
1003,24.6582,22.8,20.0,221.83,-0.07604,-0.55515,28.6372,3.979,116.95,random,summer
1004,28.6372,21.9,21.0,221.88,-0.1058,0.91613,27.0262,-1.611,405.91,random,summer
1005,27.0262,20.9,22.0,221.92,0.3041,-0.37412,28.9438,1.9176,5.3,random,summer
1006,28.9438,20.0,23.0,221.96,-0.63988,-0.76673,27.2908,-1.6531,135.35,random,summer
1007,27.2908,19.6,0.0,222.0,-0.70651,0.31283,24.2393,-3.0515,505.6,random,summer
1008,24.2393,19.3,1.0,222.04,0.97279,-0.0754,31.1004,6.8611,17.1,random,summer
1009,31.1004,18.9,2.0,222.08,0.07695,-0.35877,27.368,-3.7323,18.41,random,summer
1010,27.368,18.2,3.0,222.12,-0.97637,0.74766,21.9796,-5.3885,728.54,random,summer
1011,21.9796,17.4,4.0,222.17,0.31025,-0.38356,27.2891,5.3095,5.07,random,summer
1012,27.2891,16.7,5.0,222.21,0.03895,0.32882,26.651,-0.638,50.75,random,summer
1013,26.651,19.3,6.0,222.25,0.88612,-0.00527,30.6546,4.0036,21.29,random,summer
1014,30.6546,21.8,7.0,222.29,0.22523,0.18295,28.2864,-2.3682,35.81,random,summer
1015,28.2864,24.4,8.0,222.33,-0.10594,0.35216,27.7957,-0.4906,329.32,random,summer
1016,27.7957,27.4,9.0,222.38,-0.15663,0.02536,28.7752,0.9795,366.69,random,summer
1017,28.7752,30.3,10.0,222.42,0.6461,0.97077,32.9108,4.1356,333.59,random,summer
1018,32.9108,33.3,11.0,222.46,-0.9611,-0.60549,30.8675,-2.0434,460.1,random,summer
1019,30.8675,33.5,12.0,222.5,0.74473,-0.26945,35.0836,4.2161,161.01,random,summer
1020,35.0836,33.7,13.0,222.54,0.33987,0.26635,32.9004,-2.1832,456.06,random,summer
1021,32.9004,33.9,14.0,222.58,0.4683,0.60768,32.8589,-0.0415,444.23,random,summer
1022,32.8589,28.7,15.0,222.62,-0.33412,0.23806,29.5128,-3.3461,712.79,random,summer
1023,29.5128,23.5,16.0,222.67,0.98338,-0.78383,34.3972,4.8845,0.29,random,summer
1024,34.3972,18.3,17.0,222.71,-0.05101,0.14463,30.0883,-4.3089,459.64,random,summer
1025,30.0883,19.8,18.0,222.75,0.46433,0.94234,31.0239,0.9356,262.47,random,summer
1026,31.0239,21.3,19.0,222.79,-0.92133,0.78363,24.3498,-6.6741,1062.55,random,summer
1027,24.3498,22.8,20.0,222.83,-0.93019,0.22817,24.8752,0.5254,755.55,random,summer
1028,24.8752,22.1,21.0,222.88,-0.27418,0.39806,26.8537,1.9785,407.07,random,summer
1029,26.8537,21.3,22.0,222.92,0.77188,-0.18932,31.1232,4.2695,11.52,random,summer
1030,31.1232,20.6,23.0,222.96,0.57339,-0.19549,30.1867,-0.9365,11.26,random,summer
1031,30.1867,19.5,0.0,223.0,-0.86044,-0.32796,25.5107,-4.676,400.66,random,summer
1032,25.5107,18.3,1.0,223.04,0.55536,-0.28378,29.4022,3.8915,7.95,random,summer
1033,29.4022,17.2,2.0,223.08,-0.30849,0.37009,25.7601,-3.6421,294.85,random,summer
1034,25.7601,16.7,3.0,223.12,0.51653,0.001,29.1223,3.3622,21.7,random,summer
1035,29.1223,16.1,4.0,223.17,0.11351,-0.50171,27.2447,-1.8776,2.68,random,summer
1036,27.2447,15.6,5.0,223.21,0.61391,0.69118,29.9805,2.7358,104.63,random,summer
1037,29.9805,16.1,6.0,223.25,0.98995,-0.12134,30.8508,0.8704,14.67,random,summer
1038,30.8508,16.7,7.0,223.29,-0.15448,0.1029,26.2737,-4.5772,140.4,random,summer
1039,26.2737,17.2,8.0,223.33,0.71712,0.08688,31.0997,4.826,27.77,random,summer
1040,31.0997,17.6,9.0,223.38,-0.80605,0.40926,24.0424,-7.0573,636.49,random,summer
1041,24.0424,17.9,10.0,223.42,0.62479,0.63883,30.9586,6.9162,95.21,random,summer
1042,30.9586,18.3,11.0,223.46,-0.47552,0.75359,25.2858,-5.6728,578.05,random,summer
1043,25.2858,18.9,12.0,223.5,-0.37364,0.96876,25.7829,0.4971,615.52,random,summer
1044,25.7829,19.4,13.0,223.54,0.75235,-0.11349,32.0231,6.2402,15.07,random,summer
1045,32.0231,20.0,14.0,223.58,-0.15107,-0.02928,28.348,-3.6751,302.67,random,summer
1046,28.348,20.0,15.0,223.62,-0.18138,0.98282,27.1627,-1.1853,575.3,random,summer
1047,27.1627,20.0,16.0,223.67,0.71845,0.24982,32.0371,4.8743,42.23,random,summer
1048,32.0371,20.0,17.0,223.71,-0.50116,0.5276,25.8576,-6.1794,591.24,random,summer
1049,25.8576,18.7,18.0,223.75,-0.10393,0.51615,26.7335,0.8759,232.8,random,summer
1050,26.7335,17.4,19.0,223.79,0.43301,-0.62125,28.2875,1.554,1.22,random,summer
1051,28.2875,16.1,20.0,223.83,-0.82508,-0.36638,24.634,-3.6535,308.62,random,summer
1052,24.634,15.9,21.0,223.88,0.96738,0.99487,32.0279,7.3939,171.72,random,summer
1053,32.0279,15.8,22.0,223.92,0.43581,-0.82867,27.3713,-4.6566,0.17,random,summer
1054,27.3713,15.6,23.0,223.96,-0.38966,0.14593,24.8261,-2.5452,206.89,random,summer
1055,24.8261,14.5,0.0,224.0,0.61762,-0.04523,28.7725,3.9465,18.83,random,summer
1056,28.7725,13.3,1.0,224.04,-0.54744,0.77676,23.3375,-5.4351,367.17,random,summer
1057,23.3375,12.2,2.0,224.08,-0.28722,0.54017,24.4061,1.0687,128.68,random,summer
1058,24.4061,12.2,3.0,224.12,-0.95754,0.68475,21.0045,-3.4017,516.72,random,summer
1059,21.0045,12.2,4.0,224.17,-0.22373,-0.65953,24.0186,3.0142,0.91,random,summer
1060,24.0186,12.2,5.0,224.21,-0.34106,0.23808,23.6787,-0.3399,49.99,random,summer
1061,23.6787,13.5,6.0,224.25,-0.0832,-0.69786,24.4005,0.7218,0.66,random,summer
1062,24.4005,14.8,7.0,224.29,0.85884,-0.60765,27.5512,3.1506,1.34,random,summer
1063,27.5512,16.1,8.0,224.33,0.51161,0.28028,29.6735,2.1223,45.39,random,summer
1064,29.6735,18.5,9.0,224.38,0.80118,-0.32864,31.2354,1.5619,6.55,random,summer
1065,31.2354,20.9,10.0,224.42,-0.129,0.94832,27.4486,-3.7868,530.42,random,summer
1066,27.4486,23.3,11.0,224.46,-0.81851,0.64877,25.0142,-2.4344,935.66,random,summer
1067,25.0142,25.3,12.0,224.5,-0.44414,-0.58806,30.4094,5.3952,295.79,random,summer
1068,30.4094,27.4,13.0,224.54,0.3423,0.66794,31.3588,0.9494,402.5,random,summer
1069,31.3588,29.4,14.0,224.58,0.09316,0.95363,29.9009,-1.4579,634.85,random,summer
1070,29.9009,29.8,15.0,224.62,-0.14747,0.62828,28.9299,-0.971,650.51,random,summer
1071,28.9299,30.2,16.0,224.67,0.36129,-0.97397,34.2548,5.3249,11.29,random,summer
1072,34.2548,30.6,17.0,224.71,-0.78032,0.22821,26.7518,-7.503,825.32,random,summer
1073,26.7518,28.5,18.0,224.75,0.5585,0.85903,31.2817,4.5299,144.89,random,summer
1074,31.2817,26.5,19.0,224.79,0.45327,0.13529,30.575,-0.7067,55.08,random,summer
1075,30.575,24.4,20.0,224.83,-0.19003,-0.50081,28.6962,-1.8789,179.32,random,summer
1076,28.6962,23.1,21.0,224.88,0.68073,-0.7266,30.4085,1.7123,0.51,random,summer
1077,30.4085,21.9,22.0,224.92,-0.03607,0.55233,27.5977,-2.8108,283.29,random,summer
1078,27.5977,20.6,23.0,224.96,0.31186,-0.13553,29.0567,1.459,13.97,random,summer
1079,29.0567,19.8,0.0,225.0,0.67836,-0.3896,30.022,0.9653,4.92,random,summer
1080,30.022,19.1,1.0,225.04,-0.20172,-0.53744,27.3336,-2.6884,111.55,random,summer
1081,27.3336,18.3,2.0,225.08,-0.49284,-0.70849,26.799,-0.5346,122.0,random,summer
1082,26.799,17.8,3.0,225.12,-0.00735,0.80058,26.8369,0.0379,192.98,random,summer
1083,26.8369,17.2,4.0,225.17,-0.26263,-0.02043,25.783,-1.054,158.0,random,summer
1084,25.783,16.7,5.0,225.21,-0.07374,-0.73043,26.77,0.987,22.91,random,summer
1085,26.77,19.1,6.0,225.25,-0.67753,0.31375,23.889,-2.881,432.67,random,summer
1086,23.889,21.5,7.0,225.29,0.70478,0.57438,30.9239,7.035,84.41,random,summer
1087,30.9239,23.9,8.0,225.33,-0.9175,0.33192,24.2887,-6.6353,741.9,random,summer
1088,24.2887,25.9,9.0,225.38,-0.00314,0.56758,28.5301,4.2415,382.66,random,summer
1089,28.5301,28.0,10.0,225.42,-0.06245,-0.01238,29.5878,1.0577,352.6,random,summer
1090,29.5878,30.0,11.0,225.46,-0.84244,-0.00192,27.2558,-2.3321,754.93,random,summer
1091,27.2558,30.6,12.0,225.5,0.22387,-0.22306,32.032,4.7762,271.86,random,summer
1092,32.032,31.1,13.0,225.54,-0.02042,-0.00981,30.9975,-1.0344,450.32,random,summer
1093,30.9975,31.7,14.0,225.58,-0.71584,-0.10398,28.7971,-2.2005,712.69,random,summer
1094,28.7971,30.0,15.0,225.62,-0.35395,0.08211,29.2207,0.4236,602.95,random,summer
1095,29.2207,28.4,16.0,225.67,0.89091,0.15484,34.3243,5.1037,60.31,random,summer
1096,34.3243,26.7,17.0,225.71,0.00944,0.93499,29.2769,-5.0475,641.23,random,summer
1097,29.2769,25.2,18.0,225.75,0.64162,0.33914,31.8116,2.5347,51.95,random,summer
1098,31.8116,23.7,19.0,225.79,-0.85681,0.58171,24.657,-7.1546,883.87,random,summer
1099,24.657,22.2,20.0,225.83,-0.17056,0.51469,27.2734,2.6164,387.51,random,summer
1100,27.2734,21.1,21.0,225.88,-0.27185,0.45231,26.6128,-0.6606,392.71,random,summer
1101,26.6128,20.0,22.0,225.92,-0.44172,-0.89514,28.3648,1.752,54.71,random,summer
1102,28.3648,18.9,23.0,225.96,0.62115,0.82583,30.6202,2.2554,131.66,random,summer
1103,30.6202,17.4,0.0,226.0,-0.37694,0.94724,25.1581,-5.4621,496.03,random,summer
1104,25.1581,15.9,1.0,226.04,-0.9528,0.99493,21.9721,-3.186,832.52,random,summer
1105,21.9721,14.4,2.0,226.08,0.82956,0.72113,30.9155,8.9434,110.29,random,summer
1106,30.9155,13.9,3.0,226.12,-0.97551,-0.99121,26.3698,-4.5457,6.65,random,summer
1107,26.3698,13.3,4.0,226.17,-0.86958,-0.17843,23.2263,-3.1435,325.77,random,summer
1108,23.2263,12.8,5.0,226.21,0.27383,-0.45991,26.6798,3.4534,3.41,random,summer
1109,26.6798,15.4,6.0,226.25,-0.81036,0.81562,22.2334,-4.4463,571.0,random,summer
1110,22.2334,18.0,7.0,226.29,-0.92935,0.3,22.3748,0.1413,502.77,random,summer
1111,22.3748,20.6,8.0,226.33,-0.41853,-0.2589,26.4149,4.0401,247.78,random,summer
1112,26.4149,22.8,9.0,226.38,-0.41637,-0.9939,30.9393,4.5244,4.56,random,summer
1113,30.9393,25.0,10.0,226.42,-0.29059,-0.39258,29.4067,-1.5326,308.21,random,summer
1114,29.4067,27.2,11.0,226.46,-0.76816,0.77501,25.6518,-3.7549,1057.65,random,summer
1115,25.6518,28.5,12.0,226.5,0.80613,0.57845,34.0546,8.4028,188.06,random,summer
1116,34.0546,29.8,13.0,226.54,-0.20513,-0.24261,31.3004,-2.7543,469.69,random,summer
1117,31.3004,31.1,14.0,226.58,-0.12731,-0.02685,31.0453,-0.2551,528.44,random,summer
1118,31.0453,31.3,15.0,226.62,0.99969,0.29647,35.5044,4.4591,108.12,random,summer
1119,35.5044,31.5,16.0,226.67,0.60821,-0.49664,34.5009,-1.0034,135.0,random,summer
1120,34.5009,31.7,17.0,226.71,-0.1096,0.83081,29.3379,-5.163,773.15,random,summer
1121,29.3379,29.5,18.0,226.75,-0.01986,-0.37778,30.5131,1.1752,246.5,random,summer
1122,30.5131,27.2,19.0,226.79,-0.34542,-0.07799,28.4275,-2.0855,432.76,random,summer
1123,28.4275,25.0,20.0,226.83,-0.2776,-0.88773,30.78,2.3525,69.18,random,summer
1124,30.78,24.3,21.0,226.88,0.87266,0.92093,33.026,2.246,153.32,random,summer
1125,33.026,23.5,22.0,226.92,-0.61084,0.58509,25.619,-7.407,719.77,random,summer
1126,25.619,22.8,23.0,226.96,0.49828,-0.24688,30.3344,4.7154,9.24,random,summer
1127,30.3344,21.5,0.0,227.0,-0.47357,0.43821,25.834,-4.5004,512.38,random,summer
1128,25.834,20.2,1.0,227.04,-0.71207,-0.97417,28.7341,2.9002,19.86,random,summer
1129,28.7341,18.9,2.0,227.08,-0.97883,-0.87313,27.5014,-1.2328,109.77,random,summer
1130,27.5014,17.8,3.0,227.12,0.93189,-0.972,28.2057,0.7044,0.0,random,summer
1131,28.2057,16.7,4.0,227.17,-0.61311,0.18907,24.5247,-3.681,393.29,random,summer
1132,24.5247,15.6,5.0,227.21,0.42163,-0.8572,27.5789,3.0541,0.11,random,summer
1133,27.5789,18.4,6.0,227.25,-0.10638,0.12081,26.6465,-0.9324,139.75,random,summer
1134,26.6465,21.1,7.0,227.29,-0.57153,0.59905,24.5132,-2.1333,514.52,random,summer
1135,24.5132,23.9,8.0,227.33,-0.16105,0.46991,27.5286,3.0153,395.98,random,summer
1136,27.5286,26.3,9.0,227.38,-0.6646,0.63098,25.7075,-1.821,829.53,random,summer
1137,25.7075,28.7,10.0,227.42,0.2159,-0.75899,33.1095,7.4019,107.21,random,summer
1138,33.1095,31.1,11.0,227.46,0.95131,0.8177,35.1328,2.0234,222.07,random,summer
1139,35.1328,31.8,12.0,227.5,-0.55873,-0.54912,32.4113,-2.7215,447.81,random,summer
1140,32.4113,32.6,13.0,227.54,0.828,0.97113,34.9891,2.5778,430.7,random,summer
1141,34.9891,33.3,14.0,227.58,0.28763,0.24156,33.0607,-1.9284,514.88,random,summer
1142,33.0607,33.3,15.0,227.62,-0.13224,0.13647,31.4302,-1.6305,669.48,random,summer
1143,31.4302,33.3,16.0,227.67,0.45205,0.92356,32.6977,1.2674,574.22,random,summer
1144,32.6977,33.3,17.0,227.71,-0.46506,0.05815,29.8968,-2.8009,747.31,random,summer
1145,29.8968,30.9,18.0,227.75,-0.86694,-0.87304,32.4329,2.5361,156.66,random,summer
1146,32.4329,28.5,19.0,227.79,-0.98711,-0.81613,31.2695,-1.1634,224.46,random,summer
1147,31.2695,26.1,20.0,227.83,0.39108,0.71413,31.0223,-0.2473,299.23,random,summer
1148,31.0223,25.4,21.0,227.88,0.29306,0.30043,30.5768,-0.4455,238.63,random,summer
1149,30.5768,24.6,22.0,227.92,0.2936,0.27188,30.3822,-0.1946,207.88,random,summer
1150,30.3822,23.9,23.0,227.96,0.80122,0.53685,32.568,2.1859,78.52,random,summer
1151,32.568,22.2,0.0,228.0,0.85259,0.13454,32.485,-0.083,31.59,random,summer
1152,32.485,20.6,1.0,228.04,-0.24748,0.26718,27.4885,-4.9966,407.07,random,summer
1153,27.4885,18.9,2.0,228.08,-0.16395,-0.5687,28.6484,1.1599,143.32,random,summer
1154,28.6484,18.9,3.0,228.12,0.13443,-0.13586,28.7268,0.0783,100.77,random,summer
1155,28.7268,18.9,4.0,228.17,0.15841,-0.40541,28.7431,0.0164,53.95,random,summer
1156,28.7431,18.9,5.0,228.21,-0.62263,0.20338,25.2257,-3.5174,485.81,random,summer
1157,25.2257,20.2,6.0,228.25,-0.51845,0.70937,24.9633,-0.2624,562.83,random,summer
1158,24.9633,21.5,7.0,228.29,0.71301,0.47276,31.43,6.4668,69.1,random,summer
1159,31.43,22.8,8.0,228.33,0.89834,-0.50177,33.1508,1.7207,2.68,random,summer
1160,33.1508,25.9,9.0,228.38,-0.66285,-0.05499,27.9216,-5.2291,636.84,random,summer
1161,27.9216,29.1,10.0,228.42,-0.92021,-0.18418,28.4227,0.5011,749.02,random,summer
1162,28.4227,32.2,11.0,228.46,0.80111,0.81942,34.5396,6.1168,337.83,random,summer
1163,34.5396,31.7,12.0,228.5,-0.98251,-0.45176,31.1979,-3.3417,667.04,random,summer
1164,31.1979,31.1,13.0,228.54,0.06946,-0.9772,37.7345,6.5366,22.55,random,summer
1165,37.7345,30.6,14.0,228.58,-0.28783,0.93945,29.5244,-8.2101,1142.2,random,summer
1166,29.5244,29.8,15.0,228.62,-0.29061,0.59379,29.7287,0.2043,930.41,random,summer
1167,29.7287,29.1,16.0,228.67,-0.67719,0.83775,27.1928,-2.5359,1234.15,random,summer
1168,27.1928,28.3,17.0,228.71,0.40129,0.49294,32.1466,4.9538,381.78,random,summer
1169,32.1466,26.1,18.0,228.75,0.59596,-0.3972,32.5566,0.41,60.1,random,summer
1170,32.5566,23.9,19.0,228.79,-0.77138,0.27773,26.3633,-6.1933,805.89,random,summer
1171,26.3633,21.7,20.0,228.83,0.96644,-0.0089,33.0467,6.6833,21.06,random,summer
1172,33.0467,20.6,21.0,228.88,0.57987,0.78067,31.3294,-1.7173,122.13,random,summer
1173,31.3294,19.4,22.0,228.92,0.40545,-0.77522,30.6051,-0.7243,14.03,random,summer
1174,30.6051,18.3,23.0,228.96,0.1325,-0.47881,29.412,-1.193,89.36,random,summer
1175,29.412,17.0,0.0,229.0,0.98349,0.13095,32.396,2.9839,31.29,random,summer
1176,32.396,15.7,1.0,229.04,-0.6486,0.32045,25.1439,-7.2521,558.76,random,summer
1177,25.1439,14.4,2.0,229.08,-0.86098,0.44531,23.609,-1.5348,658.63,random,summer
1178,23.609,14.0,3.0,229.12,0.30677,-0.63697,27.8784,4.2694,1.08,random,summer
1179,27.8784,13.7,4.0,229.17,0.1196,0.21508,27.3401,-0.5383,38.81,random,summer
1180,27.3401,13.3,5.0,229.21,-0.22154,-0.27413,26.1179,-1.2222,109.3,random,summer
1181,26.1179,15.5,6.0,229.25,-0.02503,-0.64897,27.0238,0.906,25.0,random,summer
1182,27.0238,17.8,7.0,229.29,-0.87704,-0.32468,24.6946,-2.3293,360.6,random,summer
1183,24.6946,20.0,8.0,229.33,-0.83507,0.34293,24.5417,-0.1529,693.23,random,summer
1184,24.5417,22.2,9.0,229.38,0.17629,-0.98815,32.0391,7.4974,4.51,random,summer
1185,32.0391,24.5,10.0,229.42,-0.27574,-0.59634,31.1283,-0.9108,262.96,random,summer
1186,31.1283,26.7,11.0,229.46,-0.97515,0.39735,26.2613,-4.8669,1104.28,random,summer
1187,26.2613,28.7,12.0,229.5,0.27095,-0.72677,34.5852,8.3239,147.27,random,summer
1188,34.5852,30.8,13.0,229.54,0.174,-0.84075,36.0199,1.4347,119.05,random,summer
1189,36.0199,32.8,14.0,229.58,0.2521,-0.77708,35.6799,-0.34,146.07,random,summer
1190,35.6799,29.6,15.0,229.62,-0.84528,-0.0401,29.0026,-6.6773,883.43,random,summer
1191,29.0026,26.5,16.0,229.67,-0.77964,0.93569,26.0933,-2.9093,1276.94,random,summer
1192,26.0933,23.3,17.0,229.71,-0.82702,0.61767,26.0046,-0.0886,1075.37,random,summer
1193,26.0046,23.1,18.0,229.75,-0.4836,0.54585,26.6256,0.621,689.14,random,summer
1194,26.6256,23.0,19.0,229.79,0.96416,-0.45302,32.3602,5.7346,3.54,random,summer
1195,32.3602,22.8,20.0,229.83,-0.55202,-0.30224,27.5758,-4.7844,381.54,random,summer
1196,27.5758,22.1,21.0,229.88,-0.89314,-0.14784,25.6976,-1.8782,551.21,random,summer
1197,25.6976,21.3,22.0,229.92,0.73756,0.10924,31.276,5.5784,29.52,random,summer
1198,31.276,20.6,23.0,229.96,0.47443,0.73263,30.0811,-1.1949,112.51,random,summer
1199,30.0811,19.7,0.0,230.0,-0.56686,0.29293,25.2748,-4.8063,478.41,random,summer
